NIVEL,CIFRAS AL DIA:,31-ene-19,28-feb-19,31-mar-19,30-abr-19,31-may-19,30-jun-19,31-jul-19,31-ago-19,30-sep-19,31-oct-19,30-nov-19,31-dic-19,31-ene-20,29-feb-20,31-mar-20,30-abr-20,31-may-20,30-jun-20,31-jul-20,31-ago-20,30-sep-20,31-oct-20,30-nov-20,31-dic-20,31-ene-21,28-feb-21,31-mar-21,30-abr-21,31-may-21,30-jun-21,31-jul-21,31-ago-21,30-sep-21,31-oct-21,30-nov-21,31-dic-21,31-ene-22,28-feb-22,31-mar-22,30-abr-22,31-may-22,30-jun-22,31-jul-22,31-ago-22,30-sep-22,31-oct-22,30-nov-22,31-dic-22
4,     EQUIPO DE TRANSPORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     EQUIPO DE CÓMPUTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     MOBILIARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     ADAPTACIONES Y MEJORAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"     OTRAS REVALUACIONES DE PROPIEDADES, MOBILIARIO Y EQUIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"DEPRECIACIÓN ACUMULADA DE PROPIEDADES, MOBILIARIO Y EQUIPO",-6639505.8,-6755941.33,-6745237.74,-6836463.08,-6831977.64,-6822001.49,-6932575.51,-7045176.82,-7157985.43,-7265379.97,-7373754.09,-7495816.39,-7617864.92,-7740192.96,-7865657.3,-7990635.41,-8115791.27,-8240238.41,-8364420.43,-8488040.76,-8611751.8,-8735379.69,-8860938.14,-8560150.08,-8678625.22,-8796997.71,-8916009.45,-9035582.22,-9158170.24,-9277129.54,-9396257.82,-9516197.35,-9637979,-9759755.65,-9886751.29,-10050022.42,-10193242.57,-10333833.68,-10475122.67,-10625335.03,-10775496.25,-10927148.79,-11076803.74,-11227172.37,-11379080.83,-11528219.57,-11677085.13,-11827699.66
4,     CONSTRUCCIONES,-1966906.98,-1996669.24,-2026431.5,-2056193.76,-2085956.02,-2115718.28,-2145480.54,-2175242.8,-2205005.06,-2234767.32,-2264529.58,-2294291.84,-2324054.1,-2353816.36,-2383578.62,-2413340.88,-2443103.14,-2472865.4,-2502627.66,-2532389.92,-2562152.18,-2591914.44,-2621676.7,-2651438.96,-2681201.22,-2710963.48,-2740725.74,-2770488,-2800250.26,-2830012.52,-2859774.78,-2889537.04,-2919299.3,-2949061.56,-2978823.82,-3008586.08,-3038348.34,-3068110.6,-3097872.86,-3127635.12,-3157397.38,-3187159.64,-3216921.9,-3246684.16,-3276446.42,-3306208.68,-3335970.94,-3365733.2
4,     EQUIPO DE TRANSPORTE,-819268.87,-831609.03,-716449.19,-728789.35,-643349.33,-546668.93,-569590.98,-592513.03,-615435.08,-638357.13,-661279.18,-684201.23,-707123.28,-730045.33,-752967.38,-775889.43,-798811.48,-821733.53,-844655.58,-867577.63,-890499.68,-913421.73,-936342.78,-956682.22,-977021.66,-997361.1,-1017700.54,-1038039.98,-1058378.42,-1074822.39,-1091266.36,-1107710.33,-1124154.3,-1140598.27,-1157042.24,-1173487.21,-1189930.18,-1200513.08,-1211095.98,-1230295.97,-1249495.96,-1268695.95,-1287895.94,-1307095.93,-1326295.92,-1345495.91,-1364695.9,-1383895.89
4,     EQUIPO DE CÓMPUTO,-2633322.35,-2683730.96,-2734456.36,-2759610.69,-2786834.42,-2819201.6,-2852338.88,-2881051.36,-2909971.14,-2939336.37,-2969683.6,-3013752.75,-3057821.9,-3102148.02,-3149611.44,-3196628.68,-3243166.69,-3289087.47,-3334709.92,-3379792.97,-3425013.52,-3470047.59,-3516869.58,-3325995.63,-3369957.77,-3413666.76,-3458015,-3502924.27,-3549307.51,-3597498.78,-3645797.36,-3694907.19,-3745697.14,-3796487.09,-3852907.53,-3943850.35,-4015283.52,-4089472.99,-4164212.46,-4239341.93,-4314471.4,-4391414.65,-4467289,-4544211.41,-4622234.97,-4696898.64,-4771072.71,-4846874.45
4,     MOBILIARIO,-1120698.3,-1142599.03,-1164543.85,-1186488.67,-1208433.49,-1230984.53,-1253713.19,-1276409.52,-1299105.85,-1321778.64,-1344449.01,-1367085.64,-1389708.5,-1412353.9,-1434998.3,-1457602.65,-1480863.98,-1504033.82,-1527236.87,-1550417.63,-1573551.6,-1596788.9,-1620169.84,-1457481.82,-1479220.91,-1501110.5,-1523000.09,-1544889.68,-1568321.55,-1590211.14,-1612162.4,-1634113.66,-1656226.92,-1678335.18,-1700031.94,-1723480.81,-1746390.35,-1769774.62,-1793306.77,-1816755.2,-1840152.49,-1863227.32,-1885373.46,-1907185.22,-1929435.66,-1952276.27,-1975333.3,-1998511.63
4,     ADAPTACIONES Y MEJORAS,-99309.3,-101333.07,-103356.84,-105380.61,-107404.38,-109428.15,-111451.92,-119960.11,-128468.3,-131140.51,-133812.72,-136484.93,-139157.14,-141829.35,-144501.56,-147173.77,-149845.98,-152518.19,-155190.4,-157862.61,-160534.82,-163207.03,-165879.24,-168551.45,-171223.66,-173895.87,-176568.08,-179240.29,-181912.5,-184584.71,-187256.92,-189929.13,-192601.34,-195273.55,-197945.76,-200617.97,-203290.18,-205962.39,-208634.6,-211306.81,-213979.02,-216651.23,-219323.44,-221995.65,-224667.86,-227340.07,-230012.28,-232684.49
4,"     OTRAS DEPRECIACIONES ACUMULADAS DE PROPIEDADES, MOBILIARIO Y EQUIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"REVALUACIÓN DE LA DEPRECIACIÓN ACUMULADA DE PROPIEDADES, MOBILIARIO Y EQUIPO (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     CONSTRUCCIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     EQUIPO DE TRANSPORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     EQUIPO DE CÓMPUTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     MOBILIARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     ADAPTACIONES Y MEJORAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"     OTRAS REVALUACIONES DE LA DEPRECIACIÓN ACUMULADA DE PROPIEDADES, MOBILIARIO Y EQUIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,INVERSIONES PERMANENTES,820138.15,820138.15,820138.15,820138.15,962931.25,962931.25,962931.25,962931.25,962931.25,962931.25,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1173002.61,1173002.61,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1314006.44
3,SUBSIDIARIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ASOCIADAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NEGOCIOS CONJUNTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,OTRAS INVERSIONES PERMANENTES,820138.15,820138.15,820138.15,820138.15,962931.25,962931.25,962931.25,962931.25,962931.25,962931.25,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1173002.61,1173002.61,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1314006.44
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,820138.15,820138.15,820138.15,820138.15,962931.25,962931.25,962931.25,962931.25,962931.25,962931.25,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1041905.59,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1160502.61,1173002.61,1173002.61,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1232846.44,1314006.44
2,ACTIVOS DE LARGA DURACIÓN DISPONIBLES PARA LA VENTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SUBSIDIARIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ASOCIADAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NEGOCIOS CONJUNTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,OTROS ACTIVOS DE LARGA DURACIÓN DISPONIBLES PARA LA VENTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,     NO PERTENECIENTES AL SECTOR FINANCIERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PTU DIFERIDA (A FAVOR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,     PARTICIPACIÓN DE LOS TRABAJADORES EN LAS UTILIDADES DIFERIDA (A FAVOR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,     ESTIMACIÓN POR PTU DIFERIDA NO RECUPERABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,OTROS ACTIVOS,170942.72,226946.66,933258.7,829031.15,711869.03,594706.96,510019.63,426038.91,342058.11,278910.64,484529.78,385047.2,457035.57,489718.28,1171226.52,1124442.53,1020165.49,915888.77,815825.73,711762.69,607699.65,503636.61,400356.73,297889.44,327151.52,361455.37,1236083.26,1192753.93,1105665.15,1018576.37,988420.84,896156.31,803891.78,711627.25,619362.72,875848.25,854706.96,897700.68,1629401.41,1720293.81,1609742.22,1199190.63,1093814.79,1135361.7,1029718.61,920575.52,849794.93,979040.63
3,"CARGOS DIFERIDOS, PAGOS ANTICIPADOS E INTANGIBLES",111466,167469.94,873781.98,769554.43,652392.31,535230.24,450542.91,366562.19,282581.39,219433.92,425053.06,325570.48,397558.85,430241.56,1111749.8,1064965.81,960688.77,856412.05,752349.01,648285.97,544222.93,440159.89,336880.01,234412.72,263674.8,297978.65,1172606.54,1129277.21,1042188.43,955099.65,924944.12,832679.59,740415.06,648150.53,555886,812371.53,791230.24,834223.96,1565924.69,1656817.09,1546265.5,1135713.91,1030338.07,1071884.98,962741.89,853598.8,782818.21,912063.91
4,     CARGOS DIFERIDOS,33969.93,97381.75,769613.17,662450.76,555288.35,448125.94,373438.27,298750.6,224062.93,149375.26,74687.59,-0.13,79887.5,106333.11,797154.25,708581.56,620008.87,531436.18,442863.49,354290.8,265718.11,177145.42,88572.73,0,34597.86,58873.85,637531.82,566694.94,495858.06,425021.18,354184.3,283347.42,212510.54,141673.66,70836.78,0,0,64135.01,698861.21,620673.71,542486.21,464298.71,386111.21,307923.71,229736.21,151548.71,73361.21,0
5,          Costo financiero por amortizar en operaciones de arrendamiento capitalizable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Costos y gastos asociados con el otorgamiento del crédito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Costos y gastos asociados al otorgamiento de tarjeta de crédito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Seguros por amortizar,33969.93,97381.75,87643.57,77905.39,68167.21,58429.03,48690.85,38952.67,29214.49,19476.31,9738.13,-0.13,79887.5,106333.11,95699.8,85066.49,74433.18,63799.87,53166.56,42533.25,31899.94,21266.63,10633.32,0,34597.86,58873.85,52986.46,47099.07,41211.68,35324.29,29436.9,23549.51,17662.12,11774.73,5887.34,0,0,64135.01,57238.88,50342.75,43446.62,36550.49,29654.36,22758.23,15862.1,8965.97,2069.84,0
5,          Otros cargos diferidos,0,0,681969.6,584545.37,487121.14,389696.91,324747.42,259797.93,194848.44,129898.95,64949.46,0,0,0,701454.45,623515.07,545575.69,467636.31,389696.93,311757.55,233818.17,155878.79,77939.41,0,0,0,584545.36,519595.87,454646.38,389696.89,324747.4,259797.91,194848.42,129898.93,64949.44,0,0,0,641622.33,570330.96,499039.59,427748.22,356456.85,285165.48,213874.11,142582.74,71291.37,0
4,     PAGOS ANTICIPADOS,0,0,23638.5,21012,18385.5,15759,13132.5,10506,7879.5,5253,2626.5,0,0,0,0,23344.36,20426.31,17508.26,14590.21,11672.16,8754.11,5836.06,2918.01,0,0,0,0,12222.22,11111.11,10000,8888.89,7777.78,6666.67,5555.56,4444.45,303333.34,302222.23,301111.12,337125.01,333750.01,330375.01,27000.01,23625.01,20250.01,16875.01,13500.01,10125.01,6750.01
5,          Intereses pagados por anticipado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Comisiones pagadas por anticipado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Anticipos o pagos provisionales de impuestos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Arrendamientos pagados por anticipado,0,0,23638.5,21012,18385.5,15759,13132.5,10506,7879.5,5253,2626.5,0,0,0,0,23344.36,20426.31,17508.26,14590.21,11672.16,8754.11,5836.06,2918.01,0,0,0,0,12222.22,11111.11,10000,8888.89,7777.78,6666.67,5555.56,4444.45,3333.34,2222.23,1111.12,37125.01,33750.01,30375.01,27000.01,23625.01,20250.01,16875.01,13500.01,10125.01,6750.01
5,          Otros pagos anticipados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,300000,300000,300000,300000,0,0,0,0,0,0,0
4,     INTANGIBLES,77496.07,70088.19,80530.31,86091.67,78718.46,71345.3,63972.14,57305.59,50638.96,64805.66,347738.97,325570.61,317671.35,323908.45,314595.55,333039.89,320253.59,307467.61,294895.31,282323.01,269750.71,257178.41,245389.27,234412.72,229076.94,239104.8,535074.72,550360.05,535219.26,520078.47,561870.93,541554.39,521237.85,500921.31,480604.77,509038.19,489008.01,468977.83,529938.47,702393.37,673404.28,644415.19,620601.85,743711.26,716130.67,688550.08,699331.99,905313.9
5,          Crédito mercantil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De subsidiarias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De asociadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De negocios conjuntos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Revaluación del crédito mercantil (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De subsidiarias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De asociadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               De negocios conjuntos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Gastos de organización,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Revaluación de gastos de organización (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Amortización acumulada de gastos de organización,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Revaluación de la amortización acumulada de gastos de organización (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Otros intangibles,77496.07,70088.19,80530.31,86091.67,78718.46,71345.3,63972.14,57305.59,50638.96,64805.66,347738.97,325570.61,317671.35,323908.45,314595.55,333039.89,320253.59,307467.61,294895.31,282323.01,269750.71,257178.41,245389.27,234412.72,229076.94,239104.8,535074.72,550360.05,535219.26,520078.47,561870.93,541554.39,521237.85,500921.31,480604.77,509038.19,489008.01,468977.83,529938.47,702393.37,673404.28,644415.19,620601.85,743711.26,716130.67,688550.08,699331.99,905313.9
6,          Revaluación de otros intangibles (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,          Amortización acumulada de otros intangibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,          Revaluación de la amortización acumulada de otros intangibles (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,OTROS ACTIVOS A CORTO Y LARGO PLAZO,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,59476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,63476.72,66976.72,66976.72,66976.72,66976.72
4,     ACTIVOS DEL PLAN PARA CUBRIR BENEFICIOS A LOS EMPLEADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Beneficios directos a largo plazo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Beneficios por terminación,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               Beneficios por terminación por causas distintas a la reestructuración,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               Beneficios por terminación por causa de reestructuración,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,          Beneficios post-empleo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,               Pensiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
